MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
30,60.0,8520,6,8,1928,2003,0.0,0,0,624,720,0,0,720,0,0,1,0,2,1,0,484,106,0,0,0,0,0,0,5,2010,174424
50,60.0,8400,6,5,1940,2000,0.0,388,0,552,1192,403,0,1595,0,0,1,0,2,1,2,240,0,0,108,0,0,0,0,6,2006,125449
20,105.0,11249,6,5,1995,1995,0.0,334,544,322,1200,0,0,1200,1,0,2,0,3,1,0,521,0,26,0,0,0,0,0,8,2007,237583
20,69.0,9248,6,6,1992,1992,106.0,560,0,598,1167,0,0,1167,1,0,2,0,3,1,0,400,120,26,0,0,0,0,0,7,2009,160929
120,44.0,4224,5,5,1976,1976,0.0,874,0,268,1142,0,0,1142,1,0,1,1,3,1,1,528,536,90,0,0,0,0,0,8,2007,131081
80,92.0,6930,5,4,1958,1958,120.0,300,294,468,1352,0,0,1352,0,1,1,0,3,1,0,288,168,0,294,0,0,0,0,7,2006,112199
60,78.0,12011,8,5,1998,1998,530.0,956,0,130,1086,838,0,1924,1,0,2,1,3,1,1,592,208,75,0,0,374,0,0,6,2006,345593
85,69.0,7540,6,6,1978,1978,0.0,773,0,115,912,0,0,912,1,0,1,0,2,1,1,470,0,0,0,0,192,0,0,6,2007,181036
50,69.0,9144,5,5,1940,1982,0.0,399,0,484,988,517,0,1505,1,0,1,0,3,1,0,240,0,0,0,0,0,0,0,7,2008,144534
85,64.0,7301,7,5,2003,2003,500.0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,1,672,0,0,177,0,0,0,0,7,2009,252848
160,21.0,1680,6,8,1972,2007,510.0,162,0,321,483,504,0,987,0,0,1,1,2,1,0,264,250,0,0,0,0,0,0,5,2009,120845
60,69.0,18800,6,5,1976,1976,120.0,712,0,84,790,784,0,1574,1,0,2,1,3,1,1,566,306,111,0,0,0,0,0,7,2006,180041
70,59.0,10690,5,7,1920,1997,0.0,456,0,216,672,672,0,1344,0,0,1,0,3,1,0,468,0,128,218,0,0,0,0,7,2009,120311
20,69.0,9500,6,5,1963,1963,247.0,609,0,785,1394,0,0,1394,1,0,1,1,3,1,2,514,0,76,0,0,185,0,0,7,2009,219490
80,101.0,9150,6,5,1962,1962,305.0,371,0,728,1431,0,0,1431,0,1,1,0,3,1,1,296,64,110,0,0,0,0,0,12,2008,120273
20,78.0,7800,5,6,1954,1954,200.0,540,0,728,1268,0,0,1268,0,0,1,0,2,1,1,244,0,98,0,0,0,0,0,3,2010,121193
20,69.0,9830,5,7,1959,2006,0.0,72,258,733,1287,0,0,1287,1,0,1,0,3,1,1,576,364,17,0,0,182,0,0,3,2010,168719
60,69.0,8121,6,5,2000,2000,0.0,0,0,953,953,711,0,1664,0,0,2,1,3,1,1,460,100,40,0,0,0,0,0,1,2006,140500
50,80.0,17120,4,4,1959,1959,0.0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,1,680,0,59,0,0,0,0,0,7,2008,133610
120,50.0,7175,6,5,1984,1984,0.0,623,121,0,752,0,0,752,1,0,1,0,2,1,0,264,353,0,0,0,90,0,0,2,2010,148274
20,79.0,10634,5,6,1953,1953,0.0,428,180,0,1319,0,0,1319,1,0,1,0,3,1,0,270,66,0,0,0,0,0,0,11,2009,133736
60,65.0,8200,7,5,2003,2004,0.0,0,0,847,847,1081,0,1928,0,0,2,1,4,1,1,434,100,48,0,0,0,0,0,7,2007,155396
30,69.0,10020,1,1,1922,1950,0.0,350,0,333,904,0,0,904,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2009,57502
85,57.0,8846,5,5,1996,1996,0.0,298,0,572,914,0,0,914,0,0,1,0,2,1,0,576,0,0,0,0,0,0,0,7,2006,143049
60,102.0,11143,8,5,2004,2005,0.0,0,0,1580,1580,886,0,2466,0,0,3,0,4,1,1,610,159,214,0,0,0,0,0,12,2007,314931
20,88.0,11394,9,2,2010,2010,350.0,1445,0,411,1856,0,0,1856,1,0,1,1,1,1,1,834,113,0,0,0,0,0,0,6,2010,341140
60,60.0,8123,6,5,2000,2000,16.0,0,0,982,1007,793,0,1800,0,0,2,1,3,1,1,463,100,63,0,0,0,0,0,6,2009,176500
50,50.0,5000,5,6,1924,1950,0.0,218,0,808,1026,665,0,1691,0,0,2,0,3,1,1,308,0,0,242,0,0,0,0,5,2010,115683
20,60.0,7200,7,5,2006,2006,0.0,0,0,1293,1301,0,0,1301,1,0,2,0,2,1,1,572,216,121,0,0,0,0,0,8,2006,203403
60,79.0,9245,7,5,2006,2006,0.0,0,0,939,939,858,0,1797,0,0,2,1,3,1,0,639,144,53,0,0,0,0,0,4,2007,256866
45,60.0,9000,6,3,1928,1950,0.0,0,0,784,784,0,0,784,0,0,1,0,2,1,0,360,0,0,91,0,0,0,0,10,2009,93024
60,69.0,53107,6,5,1992,1992,0.0,985,0,595,1079,874,0,1953,1,0,2,1,3,1,2,501,216,231,0,0,0,0,0,6,2007,249378
120,43.0,3182,8,5,2004,2005,16.0,24,0,1232,1269,0,0,1269,0,0,2,0,2,1,1,430,146,20,0,0,144,0,0,4,2010,199738
50,58.0,8410,5,3,1910,1996,0.0,0,0,658,658,526,0,1184,0,0,1,0,5,1,0,0,0,151,0,0,0,0,0,5,2006,83335
80,72.0,7200,6,6,1976,1976,255.0,631,0,410,1125,0,0,1125,1,0,1,0,3,1,1,352,296,0,0,0,0,0,0,10,2009,170344
20,93.0,9382,7,5,1999,2000,125.0,0,0,1468,1479,0,0,1479,0,0,2,0,3,1,0,577,120,25,0,0,0,0,0,7,2008,190875
60,96.0,12474,10,5,2007,2008,272.0,1280,0,402,1742,590,0,2332,1,0,2,1,3,1,1,846,196,134,0,0,0,0,0,8,2008,421972
50,50.0,8405,5,8,1900,1950,0.0,241,391,229,961,406,0,1367,1,0,1,0,4,1,0,384,0,130,112,0,0,0,0,4,2008,103643
60,71.0,12209,6,5,2001,2002,0.0,690,0,114,804,1157,0,1961,1,0,2,1,3,1,1,560,125,192,0,0,0,0,0,6,2009,136347
20,69.0,8339,5,7,1959,1959,0.0,0,0,0,882,0,0,882,0,0,1,0,3,1,0,294,0,0,0,0,0,0,1200,7,2007,102265
30,69.0,7446,4,5,1941,1950,0.0,266,0,522,788,0,0,788,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,4,2006,108879
50,60.0,10134,5,6,1940,1950,0.0,0,0,735,735,299,0,1034,0,0,1,0,2,1,0,240,0,39,0,0,0,0,0,7,2007,97270
20,68.0,9571,5,6,1956,1956,0.0,739,0,405,1144,0,0,1144,1,0,1,0,3,1,0,596,44,0,0,0,0,0,0,6,2010,128758
20,60.0,7200,5,5,1972,1972,0.0,777,0,117,894,0,0,894,0,0,1,0,2,1,0,600,215,0,0,0,0,0,0,9,2009,104915
60,69.0,7590,5,5,1962,1962,288.0,540,0,324,876,936,0,1812,0,0,2,0,4,1,1,264,0,168,0,0,0,0,0,7,2007,120633
30,60.0,8967,5,2,1920,1950,0.0,0,0,961,1077,0,0,1077,0,0,1,0,2,1,0,338,0,0,0,0,0,0,0,11,2007,77677
60,65.0,8125,7,5,2006,2007,100.0,812,0,280,1112,438,0,1550,1,0,2,0,2,1,0,438,0,168,0,0,0,0,0,10,2009,172293
120,38.0,14963,8,5,1996,1996,0.0,786,0,474,1288,0,0,1288,1,0,1,1,1,1,2,500,120,30,0,0,224,0,0,12,2008,247446
20,65.0,8767,7,5,2005,2005,0.0,24,0,1286,1310,0,0,1310,0,0,2,0,3,1,1,400,0,0,0,0,0,0,0,7,2006,291011
30,60.0,10200,5,8,1940,1997,0.0,0,0,672,672,0,0,672,0,0,1,0,2,1,0,240,168,0,0,0,0,0,0,8,2008,98347
60,93.0,12090,8,5,1998,1998,650.0,0,0,1141,1165,1098,0,2263,0,0,2,1,4,1,1,420,144,123,0,0,0,0,0,7,2006,239738
60,69.0,10364,6,5,1995,1996,0.0,0,0,806,806,766,0,1572,0,0,2,1,3,1,1,373,0,40,0,0,0,0,0,5,2007,175328
20,69.0,9991,4,4,1976,1993,0.0,1116,0,165,1620,0,0,1620,1,0,2,0,3,1,1,490,120,78,0,0,0,0,0,6,2009,143122
50,51.0,10480,6,5,1936,1950,0.0,0,0,1064,1166,0,473,1639,0,0,1,0,3,1,0,240,0,0,0,0,0,0,0,3,2008,126401
70,63.0,15576,6,7,1915,1976,0.0,0,0,840,840,840,0,1680,0,0,2,0,4,1,0,308,0,0,160,0,0,0,0,3,2008,137719
60,109.0,14154,7,5,2006,2006,350.0,0,0,1063,1071,1101,0,2172,0,0,2,1,3,1,1,947,192,62,0,0,0,0,0,8,2007,209082
60,85.0,10800,8,5,2007,2008,100.0,789,0,245,1050,1028,0,2078,1,0,2,1,3,1,1,836,0,102,0,0,0,0,0,4,2008,239906
20,68.0,9571,5,3,1958,1958,0.0,0,0,1276,1276,0,0,1276,0,0,1,0,3,1,0,350,0,0,0,0,0,0,0,6,2009,95274
190,100.0,34650,5,5,1955,1955,0.0,1056,0,0,1056,0,0,1056,1,0,1,0,3,1,0,572,264,0,0,0,0,0,0,1,2006,112355
20,69.0,4403,7,5,2009,2009,432.0,578,0,892,1478,0,0,1478,1,0,2,1,2,1,1,484,0,144,0,0,0,0,0,6,2010,243720
30,56.0,8960,5,6,1927,1950,0.0,0,0,1008,1028,0,0,1028,0,0,1,0,2,1,1,360,0,0,130,0,0,0,0,3,2010,108945
60,59.0,11228,7,5,1993,1993,0.0,50,531,499,1080,1017,0,2097,0,1,2,1,3,1,1,678,196,187,0,0,0,0,0,12,2008,226244
20,73.0,8899,7,5,2007,2007,0.0,24,0,1316,1340,0,0,1340,0,0,2,0,3,1,0,396,100,30,0,0,0,0,0,8,2007,189884
60,74.0,7844,6,7,1978,1978,203.0,209,0,463,672,728,0,1400,0,0,1,1,3,1,1,440,0,0,0,0,0,0,0,3,2006,190015
70,86.0,22420,6,6,1918,1950,0.0,1128,0,242,1370,1254,0,2624,1,0,2,1,4,1,1,864,0,0,0,0,0,0,0,11,2007,248341
50,60.0,8160,5,6,1940,1950,0.0,312,0,444,756,378,0,1134,1,0,1,1,3,1,0,240,0,0,0,0,0,0,0,4,2007,108837
20,65.0,8450,5,6,1968,1968,0.0,775,0,281,1056,0,0,1056,1,0,1,0,3,1,1,304,0,85,184,0,0,0,0,7,2010,112871
90,78.0,7060,7,5,1997,1998,200.0,1309,0,35,1344,0,0,1344,2,0,2,0,2,2,0,784,0,0,0,0,0,0,0,11,2008,302394
20,69.0,16635,6,7,1977,2000,126.0,1246,0,356,1602,0,0,1602,0,1,2,0,3,1,1,529,240,0,0,0,0,0,0,6,2009,267903
20,100.0,21750,5,5,1954,1954,0.0,0,0,988,988,0,0,988,0,0,1,0,2,1,0,520,0,0,0,0,0,0,0,2,2008,108848
60,80.0,9200,8,5,1998,1998,473.0,986,0,484,1470,1160,0,2630,1,0,2,1,4,1,1,696,0,66,0,0,0,0,0,6,2008,262945
20,72.0,9000,6,5,1956,1956,74.0,616,0,580,1196,0,0,1196,1,0,1,0,2,1,1,297,0,44,0,0,0,0,0,5,2008,145033
60,60.0,3378,7,8,1946,1992,0.0,0,0,651,707,682,0,1389,0,0,1,1,3,1,2,240,0,0,126,0,0,0,0,9,2009,179038
80,69.0,12800,7,5,1989,1989,145.0,1518,0,0,1644,0,0,1644,1,1,2,0,2,1,1,569,80,0,0,0,396,0,0,8,2009,216883
20,77.0,8593,4,6,1957,1957,0.0,288,0,619,907,0,0,907,0,0,1,0,3,1,0,352,0,0,0,0,0,0,0,7,2008,104827
20,64.0,6762,7,5,2007,2007,108.0,664,0,544,1208,0,0,1208,1,0,2,0,2,1,0,628,105,54,0,0,0,0,0,9,2007,191271
20,130.0,11457,6,5,1988,1988,0.0,1005,0,387,1412,0,0,1412,1,0,2,0,3,1,1,576,0,0,169,0,0,0,0,3,2009,137113
160,21.0,1680,6,5,1971,1971,232.0,387,0,96,483,504,0,987,0,0,1,1,2,1,0,264,0,0,0,0,0,0,0,7,2008,117117
50,60.0,5586,6,7,1920,1998,0.0,0,0,901,1088,110,0,1198,0,0,1,0,4,1,0,0,0,98,0,0,0,0,0,9,2008,113289
160,24.0,1920,5,5,1971,1971,376.0,471,0,294,765,600,0,1365,1,0,1,1,2,1,0,440,240,36,0,0,0,0,0,8,2007,108952
60,100.0,10839,6,5,1997,1998,0.0,0,0,926,926,678,0,1604,0,0,2,1,3,1,1,470,0,36,0,0,0,0,0,7,2008,158777
180,21.0,1890,4,7,1972,1972,0.0,495,0,135,630,0,0,630,1,0,1,0,1,1,0,0,88,0,0,0,0,0,0,6,2008,89694
60,43.0,10667,7,6,1996,1996,0.0,385,344,70,827,834,0,1661,1,0,2,1,3,1,1,550,158,61,0,0,0,0,0,4,2009,213099
50,40.0,4400,6,8,1920,1950,0.0,0,0,648,734,384,0,1118,0,0,1,0,2,1,0,440,0,0,0,0,0,0,0,10,2006,118301
45,50.0,6000,6,7,1926,2004,0.0,0,0,884,904,0,0,904,0,0,1,0,2,1,0,180,0,0,105,0,0,0,0,1,2009,145729
30,40.0,4280,5,6,1913,2002,0.0,365,0,75,694,0,0,694,0,0,1,0,2,1,1,352,0,0,34,0,0,0,0,3,2007,122677
50,67.0,12354,6,8,1920,2000,0.0,0,0,684,684,512,0,1196,0,0,1,0,3,1,0,528,0,46,0,0,0,0,800,8,2009,150693
20,105.0,15431,10,5,2008,2008,200.0,1767,539,788,2402,0,0,2402,1,0,2,0,2,1,2,672,0,72,0,0,170,0,0,4,2009,497084
90,92.0,12108,4,4,1955,1955,270.0,133,0,1307,1440,0,0,1440,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,9,2008,91119
50,52.0,6240,5,7,1930,1992,0.0,0,0,1078,1128,445,0,1573,0,0,2,0,3,1,1,360,0,0,0,0,0,0,0,6,2008,151960
120,53.0,3922,7,5,2006,2007,72.0,0,0,1258,1258,0,0,1258,0,0,2,0,2,1,1,648,144,16,0,0,0,0,0,6,2007,221058
60,70.0,8750,7,5,1994,1995,0.0,642,0,273,933,975,0,1908,1,0,2,1,4,1,1,493,144,133,0,0,0,0,0,7,2008,210864
20,73.0,9855,6,5,1956,1956,0.0,0,0,1436,1689,0,0,1689,0,0,1,0,3,1,1,480,0,0,0,0,0,0,0,11,2009,155429
20,137.0,16492,6,6,1966,2002,0.0,247,713,557,1888,0,0,1888,0,0,2,1,2,1,1,578,0,0,0,0,0,0,0,6,2010,205805
60,69.0,11214,7,5,1998,1999,0.0,0,0,930,956,930,0,1886,0,0,2,1,4,1,1,431,89,0,0,0,0,0,0,7,2006,179636
50,50.0,8600,6,6,1937,1950,0.0,0,0,780,780,596,0,1376,0,0,2,0,3,1,1,198,0,0,0,0,0,0,0,6,2006,135748
50,50.0,6000,3,7,1948,2002,0.0,331,0,318,679,504,0,1183,0,0,1,1,2,1,0,308,0,176,0,0,0,0,0,6,2007,80514
30,70.0,5684,6,8,1930,2005,0.0,0,0,813,813,0,0,813,0,0,1,0,2,1,0,270,0,113,0,0,0,0,0,6,2006,132446
20,62.0,70761,7,5,1975,1975,0.0,655,0,878,1533,0,0,1533,1,0,2,0,2,1,2,576,200,54,0,0,0,0,0,12,2006,266055
60,69.0,9303,6,5,1996,1997,42.0,742,0,130,888,868,0,1756,1,0,2,1,3,1,0,422,144,122,0,0,0,0,0,7,2007,224541
60,75.0,9000,8,5,2008,2008,0.0,0,0,768,786,804,0,1590,0,0,2,1,3,1,0,676,0,30,0,0,0,0,0,6,2009,238849
90,63.0,9297,5,5,1976,1976,0.0,1606,0,122,1728,0,0,1728,2,0,2,0,4,2,0,560,0,0,0,0,0,0,0,7,2006,159547
20,80.0,9600,7,6,1973,1973,320.0,916,0,326,1242,0,0,1242,0,0,1,1,3,1,1,528,0,0,0,0,0,0,0,9,2007,151722
70,34.0,4571,5,5,1916,1950,0.0,0,0,624,624,720,0,1344,0,0,1,0,4,1,0,513,0,0,96,0,0,0,0,5,2008,102388
20,69.0,53227,4,6,1954,1994,0.0,1116,0,248,1663,0,0,1663,1,0,1,0,2,1,2,529,224,137,0,0,0,0,0,3,2008,147044
70,69.0,5100,8,7,1925,1996,0.0,0,0,588,833,833,0,1666,0,0,1,0,3,1,1,228,192,63,0,0,0,0,0,6,2008,143280
50,69.0,7015,5,4,1950,1950,161.0,185,0,524,979,224,0,1203,1,0,1,0,3,1,1,352,0,0,248,0,0,0,0,7,2009,128327
60,75.0,8004,8,5,2009,2009,110.0,544,0,288,832,1103,0,1935,1,0,2,1,3,1,0,552,0,150,0,0,0,0,0,12,2009,246525
70,60.0,7200,7,9,1936,2007,0.0,350,210,0,575,560,0,1135,1,0,1,0,3,1,0,576,256,0,0,0,0,0,0,4,2009,199825
20,60.0,8281,5,5,1965,1965,0.0,553,311,0,864,0,0,864,0,0,1,0,3,1,1,360,0,0,236,0,0,0,0,12,2009,123990
70,74.0,11988,6,7,1934,1995,0.0,326,0,389,849,811,0,1660,0,0,1,1,3,1,1,240,0,0,0,0,0,0,0,8,2008,165797
20,60.0,8430,5,5,1978,1978,136.0,616,0,424,1040,0,0,1040,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,8,2009,114539
120,69.0,3072,7,5,2004,2004,18.0,0,0,1375,1414,0,0,1414,0,0,2,0,2,1,1,398,144,20,0,0,0,0,0,5,2006,146985
20,85.0,10628,7,5,1970,1970,0.0,778,0,499,1277,0,0,1277,1,0,1,0,2,1,1,526,0,0,0,0,176,0,0,4,2007,204642
70,79.0,9480,5,7,1942,1995,224.0,386,0,342,888,756,0,1644,0,0,1,1,3,1,2,312,168,0,0,0,0,0,0,6,2007,198804
20,98.0,11428,8,5,2006,2006,248.0,0,0,1626,1634,0,0,1634,0,0,2,0,3,1,1,866,0,44,0,0,0,0,0,5,2007,255339
60,76.0,9291,6,5,1993,1993,120.0,426,0,406,832,878,0,1710,0,0,2,1,3,1,0,506,144,70,0,0,0,0,0,6,2008,189489
120,69.0,6820,8,5,1985,1985,0.0,368,1120,0,1502,0,0,1502,1,0,1,1,1,1,0,528,0,54,0,0,140,0,0,6,2010,258825
60,92.0,11952,7,6,1977,1977,0.0,0,0,808,1161,808,0,1969,0,0,2,1,3,1,1,534,0,0,0,0,276,0,0,11,2007,198102
180,35.0,3675,6,5,2005,2005,80.0,459,0,88,1072,0,0,1072,1,0,1,0,2,1,0,525,0,28,0,0,0,0,0,6,2008,148384
20,110.0,14977,8,5,2006,2007,304.0,1350,0,626,1976,0,0,1976,1,0,2,0,2,1,1,908,250,63,0,0,0,0,0,7,2007,310003
120,41.0,5330,8,5,2000,2000,0.0,1196,0,298,1652,0,0,1652,1,0,2,0,2,1,0,499,96,48,0,0,0,0,0,8,2007,234551
20,80.0,8480,5,6,1963,1963,0.0,630,0,340,970,0,0,970,1,0,1,0,2,1,0,624,0,24,0,0,192,0,0,7,2007,125485
20,75.0,13125,6,5,1997,1998,215.0,994,0,484,1493,0,0,1493,1,0,2,0,3,1,1,508,140,39,0,0,0,0,0,4,2008,179268
60,105.0,13693,9,5,2006,2006,772.0,0,0,2153,2069,574,0,2643,0,0,2,1,3,1,1,694,414,84,0,0,0,0,0,3,2007,350195
20,79.0,10637,8,5,2007,2008,336.0,1288,0,417,1718,0,0,1718,1,0,2,0,3,1,1,826,208,44,0,0,0,0,0,9,2009,352070
30,50.0,5925,4,7,1937,2000,435.0,168,0,739,1131,0,0,1131,0,0,1,0,2,1,0,672,0,72,0,0,0,0,0,3,2007,108765
20,98.0,16033,9,5,2004,2005,378.0,1261,0,572,1850,0,0,1850,1,0,2,0,3,1,1,772,519,112,0,0,0,0,0,3,2006,287306
20,72.0,11846,9,5,2003,2004,562.0,1567,0,225,1792,0,0,1792,1,0,2,0,2,1,1,874,206,49,0,0,0,0,0,8,2006,321085
70,50.0,2500,7,8,1915,2005,0.0,299,0,611,916,910,0,1826,1,0,1,1,4,1,1,164,0,0,0,0,0,0,0,6,2009,153682
120,32.0,4500,6,5,1998,1998,116.0,897,0,319,1216,0,0,1216,1,0,2,0,2,1,0,402,0,125,0,0,0,0,0,5,2006,169218
20,69.0,7758,5,7,1962,2001,0.0,588,0,411,999,0,0,999,1,0,1,0,3,1,0,264,0,132,0,0,0,0,0,3,2007,143356
20,80.0,9600,5,7,1950,2007,0.0,607,0,506,1113,0,0,1113,0,0,1,0,3,1,1,264,0,80,120,0,0,0,0,7,2009,146174
20,79.0,10289,5,7,1965,1965,168.0,836,0,237,1073,0,0,1073,1,0,1,1,3,1,0,515,0,0,0,0,0,0,0,6,2007,132378
20,70.0,12243,5,6,1971,1971,0.0,998,0,486,1484,0,0,1484,0,0,2,0,3,1,1,487,224,0,0,0,180,0,0,2,2007,190388
190,60.0,10800,5,4,1900,1970,0.0,664,0,290,1766,648,0,2414,0,0,2,0,3,2,1,520,142,0,0,0,0,0,0,5,2006,116064
180,21.0,1526,4,8,1970,2002,0.0,515,0,115,630,0,0,630,1,0,1,0,1,1,0,286,0,0,0,0,0,0,0,5,2009,111810
160,69.0,2665,5,6,1976,1976,0.0,0,0,264,616,688,0,1304,0,0,1,1,3,1,1,336,141,24,0,0,0,0,0,6,2008,110378
50,79.0,9490,6,7,1941,1950,0.0,403,165,238,958,620,0,1578,1,0,1,0,3,1,2,240,0,0,32,0,0,0,0,8,2006,137938
60,105.0,15578,6,5,2006,2006,0.0,0,0,728,728,728,0,1456,0,0,2,1,3,1,0,429,0,0,0,0,0,0,0,5,2006,200763
20,70.0,7931,5,6,1960,1960,0.0,374,532,363,1269,0,0,1269,0,0,1,1,3,1,1,308,0,0,0,0,0,0,0,6,2008,120557
30,50.0,5784,5,8,1938,1996,0.0,0,0,190,886,0,0,886,0,0,1,0,2,1,0,273,144,20,80,0,0,0,0,12,2009,98124
30,60.0,7879,4,5,1920,1950,0.0,495,0,225,720,0,0,720,0,0,1,0,2,1,0,0,0,523,115,0,0,0,0,11,2009,71671
20,69.0,12692,8,5,1992,1993,0.0,1231,0,1969,3228,0,0,3228,1,0,3,0,4,1,1,546,264,75,291,0,0,0,0,5,2007,446905
50,60.0,9120,7,6,1925,1950,0.0,329,0,697,1133,687,0,1820,1,0,2,0,4,1,0,240,0,100,0,0,0,0,0,6,2008,202029
20,65.0,7800,5,7,1967,2004,89.0,450,0,414,899,0,0,899,0,0,1,0,3,1,0,288,64,0,0,0,0,0,0,6,2009,106995
20,70.0,7535,5,7,1958,1985,0.0,111,279,522,912,0,0,912,0,1,1,0,2,1,0,297,12,285,0,0,0,0,480,6,2007,120390
160,21.0,1890,6,5,1973,1973,285.0,356,0,316,672,546,0,1218,0,0,1,1,3,1,0,264,144,28,0,0,0,0,0,5,2007,122869
60,75.0,9803,7,5,2005,2005,0.0,400,0,466,866,902,0,1768,0,0,2,1,3,1,0,603,0,108,0,0,0,0,0,2,2008,157218
20,70.0,9170,5,7,1965,1965,0.0,698,96,420,1214,0,0,1214,1,0,1,0,2,1,0,461,0,0,184,0,0,0,400,4,2007,104177
20,100.0,15602,7,8,1959,1997,0.0,1247,0,254,1801,0,0,1801,1,0,2,0,1,1,2,484,0,54,0,0,161,0,0,3,2010,203544
160,24.0,2308,6,5,1974,1974,0.0,257,495,103,855,467,0,1322,0,1,2,1,3,1,1,440,260,0,0,0,0,0,0,6,2009,170823
90,60.0,7596,5,5,1952,1952,360.0,0,0,960,960,1000,0,1960,0,0,2,0,4,2,0,400,0,0,0,0,0,0,0,7,2009,133123
60,80.0,9554,8,5,1993,1994,125.0,380,0,397,1065,846,0,1911,0,0,2,1,3,1,1,471,182,81,0,0,0,0,0,9,2006,272326
20,75.0,7862,6,5,2009,2009,0.0,27,0,1191,1218,0,0,1218,0,0,2,0,2,1,0,676,0,102,0,0,0,0,0,9,2009,166513
70,60.0,9600,7,9,1928,2005,0.0,141,0,548,689,689,0,1378,0,0,2,0,3,1,1,360,0,0,116,0,0,0,0,10,2008,187447
20,80.0,9600,5,6,1959,1959,132.0,991,0,50,1041,0,0,1041,1,0,1,0,3,1,0,270,224,88,0,0,0,0,0,7,2009,134378
20,75.0,14559,5,7,1951,2000,70.0,650,180,178,1363,0,0,1363,1,0,1,0,2,1,2,288,324,42,0,0,168,0,2000,6,2009,160429
120,40.0,6792,7,5,2005,2006,94.0,0,0,1368,1368,0,0,1368,0,0,2,0,2,1,1,474,132,35,0,0,0,0,0,3,2006,169661
20,70.0,9100,5,5,1958,1958,0.0,521,174,169,864,0,0,864,1,0,1,0,3,1,0,624,0,0,0,0,0,0,0,7,2006,146364
20,71.0,9187,6,5,1983,1983,0.0,336,0,748,1080,0,0,1080,0,0,1,1,3,1,0,484,120,0,158,0,0,0,0,6,2007,141247
45,55.0,10594,5,5,1926,1950,0.0,0,0,768,789,0,0,789,0,0,1,0,2,1,0,200,0,0,112,0,0,0,0,6,2007,83739
20,94.0,12220,10,5,2009,2009,305.0,1436,0,570,2020,0,0,2020,1,0,2,1,3,1,1,900,156,54,0,0,0,0,0,9,2009,355954
80,69.0,10448,6,6,1972,1972,333.0,0,0,689,1378,741,0,2119,0,0,2,1,3,1,1,583,0,104,0,0,0,0,0,8,2009,176861
60,79.0,10208,7,5,1996,1997,921.0,0,0,1264,1277,1067,0,2344,0,0,2,1,3,1,1,889,220,0,0,0,0,0,0,7,2009,265371
60,69.0,9531,6,5,1998,1998,0.0,706,0,88,882,914,0,1796,1,0,2,1,3,1,0,546,0,36,0,0,0,0,0,5,2007,210384
70,53.0,10918,7,9,1926,2004,0.0,0,0,1276,1276,804,0,2080,0,0,1,1,3,1,2,282,0,0,0,0,145,0,0,6,2009,240166
190,60.0,10800,4,7,1900,2000,0.0,0,0,0,694,600,0,1294,0,0,2,0,3,2,0,0,220,114,210,0,0,0,0,8,2008,69183
20,90.0,11988,6,6,1957,1957,0.0,777,0,467,1244,0,0,1244,0,0,1,1,3,1,2,336,0,40,0,0,0,0,0,5,2007,148574
50,50.0,5000,6,7,1947,1950,0.0,399,0,605,1004,660,0,1664,0,0,2,0,3,1,2,420,0,24,36,0,0,0,0,10,2006,212641
60,130.0,40094,10,5,2007,2008,762.0,2260,0,878,3138,1538,0,4676,1,0,3,1,3,1,1,884,208,406,0,0,0,0,0,10,2007,666793
60,95.0,11787,7,5,1996,1997,594.0,719,0,660,1383,1015,0,2398,1,0,2,1,3,1,1,834,239,60,0,0,0,0,0,8,2007,236381
20,62.0,7500,7,5,2005,2005,0.0,0,0,1257,1266,0,0,1266,0,0,2,0,3,1,1,453,38,144,0,0,0,0,0,4,2006,185688
20,70.0,13300,5,7,1956,2000,0.0,377,0,551,928,0,0,928,0,0,1,0,2,1,0,252,261,0,156,0,0,0,0,6,2007,145352
60,67.0,14948,9,5,2008,2008,268.0,1330,0,122,1476,1237,0,2713,1,0,2,1,3,1,1,858,126,66,0,0,0,0,0,11,2008,366608
30,58.0,9098,4,7,1920,2002,0.0,348,0,180,605,0,0,605,1,0,1,0,2,1,0,0,0,0,144,0,0,0,0,7,2007,104948
20,69.0,32668,6,3,1957,1975,0.0,1219,0,816,2515,0,0,2515,1,0,3,0,4,2,2,484,0,0,200,0,0,0,0,3,2007,186435
80,85.0,10200,6,5,1988,1989,219.0,783,0,678,1509,0,0,1509,1,0,2,0,3,1,1,600,224,0,0,0,0,0,0,8,2008,244509
70,60.0,6155,6,8,1920,1999,0.0,0,0,611,751,611,0,1362,0,0,2,0,3,1,0,502,0,0,84,0,0,0,0,6,2008,167519
